Cu_Si_8_11_19

08.11.2019 11:56
Sekunden	Kelvin	Ohm	Ohm	Ohm
Zeit	Temperatur	R_Probe_1	R_Thermometer	R_Probe_2
1.591050E+3	1.817613E+2	1.576220E+0	6.586710E+1	2.098000E+2
1.592049E+3	1.818423E+2	1.577280E+0	6.590250E+1	2.094000E+2
1.593050E+3	1.819240E+2	1.578320E+0	6.593820E+1	2.091000E+2
1.594049E+3	1.820000E+2	1.579250E+0	6.597140E+1	2.089000E+2
1.595050E+3	1.820762E+2	1.580160E+0	6.600470E+1	2.101000E+2
1.596050E+3	1.821545E+2	1.581090E+0	6.603890E+1	2.101000E+2
1.597050E+3	1.822365E+2	1.582040E+0	6.607470E+1	2.100000E+2
1.598050E+3	1.823099E+2	1.582940E+0	6.610680E+1	2.101000E+2
1.599050E+3	1.823896E+2	1.583970E+0	6.614160E+1	2.102000E+2
1.600050E+3	1.824598E+2	1.584930E+0	6.617230E+1	2.105000E+2
1.601050E+3	1.825427E+2	1.585930E+0	6.620850E+1	2.099000E+2
1.602051E+3	1.826109E+2	1.586760E+0	6.623830E+1	2.093000E+2
1.603053E+3	1.826915E+2	1.587740E+0	6.627350E+1	2.097000E+2
1.604053E+3	1.827670E+2	1.588760E+0	6.630650E+1	2.096000E+2
1.605053E+3	1.828462E+2	1.589580E+0	6.634110E+1	2.094000E+2
1.606054E+3	1.829251E+2	1.590600E+0	6.637560E+1	2.099000E+2
1.607054E+3	1.830121E+2	1.591610E+0	6.641360E+1	2.096000E+2
1.608053E+3	1.830730E+2	1.592530E+0	6.644020E+1	2.099000E+2
1.609054E+3	1.831549E+2	1.593450E+0	6.647600E+1	2.112000E+2
1.610053E+3	1.832277E+2	1.594380E+0	6.650780E+1	2.103000E+2
1.611053E+3	1.833085E+2	1.595230E+0	6.654310E+1	2.097000E+2
1.612053E+3	1.833831E+2	1.596070E+0	6.657570E+1	2.093000E+2
1.613053E+3	1.834564E+2	1.597310E+0	6.660770E+1	2.093000E+2
1.614053E+3	1.835326E+2	1.598280E+0	6.664100E+1	2.092000E+2
1.615054E+3	1.836106E+2	1.599040E+0	6.667510E+1	2.088000E+2
1.616053E+3	1.836850E+2	1.599990E+0	6.670760E+1	2.084000E+2
1.617053E+3	1.837608E+2	1.601020E+0	6.674070E+1	2.089000E+2
1.618053E+3	1.838455E+2	1.601810E+0	6.677770E+1	2.093000E+2
1.619053E+3	1.839137E+2	1.602720E+0	6.680750E+1	2.095000E+2
1.620053E+3	1.840007E+2	1.603760E+0	6.684550E+1	2.085000E+2
1.621053E+3	1.840595E+2	1.604810E+0	6.687120E+1	2.088000E+2
1.622053E+3	1.841366E+2	1.605400E+0	6.690490E+1	2.088000E+2
1.623053E+3	1.842112E+2	1.606260E+0	6.693750E+1	2.080000E+2
1.624053E+3	1.842868E+2	1.607240E+0	6.697050E+1	2.076000E+2
1.625053E+3	1.843701E+2	1.608150E+0	6.700690E+1	2.073000E+2
1.626053E+3	1.844406E+2	1.609270E+0	6.703770E+1	2.081000E+2
1.627053E+3	1.845165E+2	1.610130E+0	6.707090E+1	2.065000E+2
1.628053E+3	1.845882E+2	1.610960E+0	6.710220E+1	2.063000E+2
1.629053E+3	1.846694E+2	1.612000E+0	6.713770E+1	2.064000E+2
1.630053E+3	1.847514E+2	1.612840E+0	6.717350E+1	2.077000E+2
1.631053E+3	1.848221E+2	1.613700E+0	6.720440E+1	2.060000E+2
1.632053E+3	1.848905E+2	1.614700E+0	6.723430E+1	2.061000E+2
1.633053E+3	1.849555E+2	1.615640E+0	6.726270E+1	2.056000E+2
1.634053E+3	1.850336E+2	1.616600E+0	6.729680E+1	2.071000E+2
1.635053E+3	1.851048E+2	1.617380E+0	6.732790E+1	2.080000E+2
1.636053E+3	1.851785E+2	1.618310E+0	6.736010E+1	2.075000E+2
1.637053E+3	1.852549E+2	1.619270E+0	6.739350E+1	2.062000E+2
1.638053E+3	1.853307E+2	1.620120E+0	6.742660E+1	2.061000E+2
1.639053E+3	1.854057E+2	1.621030E+0	6.745940E+1	2.057000E+2
1.640053E+3	1.854929E+2	1.621810E+0	6.749750E+1	2.057000E+2
1.641053E+3	1.855552E+2	1.622950E+0	6.752470E+1	2.048000E+2
1.642053E+3	1.856284E+2	1.623820E+0	6.755670E+1	2.046000E+2
1.643053E+3	1.857097E+2	1.624820E+0	6.759220E+1	2.048000E+2
1.644053E+3	1.857855E+2	1.625620E+0	6.762530E+1	2.046000E+2
1.645053E+3	1.858434E+2	1.626460E+0	6.765060E+1	2.048000E+2
1.646053E+3	1.859237E+2	1.627390E+0	6.768570E+1	2.044000E+2
1.647053E+3	1.859997E+2	1.628540E+0	6.771890E+1	2.045000E+2
1.648052E+3	1.860734E+2	1.629190E+0	6.775110E+1	2.043000E+2
1.649052E+3	1.861434E+2	1.630310E+0	6.778170E+1	2.040000E+2
1.650052E+3	1.862098E+2	1.631140E+0	6.781070E+1	2.038000E+2
1.651052E+3	1.862839E+2	1.632070E+0	6.784310E+1	2.034000E+2
1.652053E+3	1.863657E+2	1.632920E+0	6.787880E+1	2.034000E+2
1.653052E+3	1.864339E+2	1.633850E+0	6.790860E+1	2.039000E+2
1.654052E+3	1.865028E+2	1.634800E+0	6.793870E+1	2.049000E+2
1.655053E+3	1.865797E+2	1.635770E+0	6.797230E+1	2.048000E+2
1.656053E+3	1.866472E+2	1.636730E+0	6.800180E+1	2.046000E+2
1.657052E+3	1.867264E+2	1.637530E+0	6.803640E+1	2.045000E+2
1.658053E+3	1.867998E+2	1.638280E+0	6.806850E+1	2.040000E+2
1.659052E+3	1.868651E+2	1.639220E+0	6.809700E+1	2.037000E+2
1.660052E+3	1.869520E+2	1.640030E+0	6.813500E+1	2.042000E+2
1.661052E+3	1.870150E+2	1.640920E+0	6.816250E+1	2.040000E+2
1.662053E+3	1.870843E+2	1.641950E+0	6.819280E+1	2.040000E+2
1.663053E+3	1.871603E+2	1.642830E+0	6.822600E+1	2.038000E+2
1.664053E+3	1.872363E+2	1.643630E+0	6.825920E+1	2.044000E+2
1.665054E+3	1.873047E+2	1.644740E+0	6.828910E+1	2.034000E+2
1.666053E+3	1.873716E+2	1.645540E+0	6.831830E+1	2.037000E+2
1.667054E+3	1.874448E+2	1.646570E+0	6.835030E+1	2.036000E+2
1.668054E+3	1.875215E+2	1.647400E+0	6.838380E+1	2.035000E+2
1.669054E+3	1.876025E+2	1.648270E+0	6.841920E+1	2.030000E+2
1.670054E+3	1.876785E+2	1.649200E+0	6.845240E+1	2.024000E+2
1.671055E+3	1.877392E+2	1.649990E+0	6.847890E+1	2.021000E+2
1.672056E+3	1.878014E+2	1.650900E+0	6.850610E+1	2.024000E+2
1.673057E+3	1.878806E+2	1.651620E+0	6.854070E+1	2.028000E+2
1.674056E+3	1.879568E+2	1.652680E+0	6.857400E+1	2.022000E+2
1.675057E+3	1.880358E+2	1.653490E+0	6.860850E+1	2.014000E+2
1.676057E+3	1.881040E+2	1.654260E+0	6.863830E+1	2.017000E+2
1.677057E+3	1.881738E+2	1.655100E+0	6.866880E+1	2.022000E+2
1.678057E+3	1.882434E+2	1.656100E+0	6.869920E+1	2.030000E+2
1.679057E+3	1.883255E+2	1.656830E+0	6.873510E+1	2.033000E+2
1.680057E+3	1.883949E+2	1.657870E+0	6.876540E+1	2.034000E+2
1.681057E+3	1.884558E+2	1.658650E+0	6.879200E+1	2.026000E+2
1.682057E+3	1.885274E+2	1.659540E+0	6.882330E+1	2.016000E+2
1.683057E+3	1.885991E+2	1.660370E+0	6.885460E+1	2.011000E+2
1.684057E+3	1.886757E+2	1.661060E+0	6.888810E+1	2.011000E+2
1.685057E+3	1.887439E+2	1.662150E+0	6.891790E+1	2.012000E+2
1.686057E+3	1.888108E+2	1.663000E+0	6.894710E+1	2.016000E+2
1.687057E+3	1.888836E+2	1.663850E+0	6.897890E+1	2.013000E+2
1.688057E+3	1.889515E+2	1.664560E+0	6.900860E+1	2.019000E+2
1.689057E+3	1.890195E+2	1.665500E+0	6.903830E+1	2.016000E+2
1.690057E+3	1.890909E+2	1.666300E+0	6.906950E+1	2.011000E+2
1.691057E+3	1.891651E+2	1.667200E+0	6.910190E+1	2.009000E+2
1.692057E+3	1.892333E+2	1.668060E+0	6.913170E+1	2.009000E+2
1.693057E+3	1.893008E+2	1.668870E+0	6.916120E+1	2.006000E+2
1.694057E+3	1.893734E+2	1.669810E+0	6.919290E+1	2.004000E+2
1.695056E+3	1.894432E+2	1.670500E+0	6.922340E+1	2.006000E+2
1.696057E+3	1.895077E+2	1.671360E+0	6.925160E+1	2.005000E+2
1.697057E+3	1.895812E+2	1.672390E+0	6.928370E+1	2.002000E+2
1.698057E+3	1.896517E+2	1.673210E+0	6.931450E+1	2.000000E+2
1.699057E+3	1.897185E+2	1.674200E+0	6.934370E+1	2.001000E+2
1.700057E+3	1.897782E+2	1.674830E+0	6.936980E+1	2.008000E+2
1.701057E+3	1.898563E+2	1.675710E+0	6.940390E+1	2.002000E+2
1.702057E+3	1.899270E+2	1.676440E+0	6.943480E+1	2.008000E+2
1.703057E+3	1.899925E+2	1.677390E+0	6.946340E+1	2.006000E+2
1.704056E+3	1.900664E+2	1.678400E+0	6.949570E+1	2.002000E+2
1.705056E+3	1.901309E+2	1.679240E+0	6.952390E+1	2.002000E+2
1.706056E+3	1.902076E+2	1.679920E+0	6.955740E+1	2.002000E+2
1.707056E+3	1.902717E+2	1.680990E+0	6.958540E+1	1.996000E+2
1.708056E+3	1.903468E+2	1.681570E+0	6.961820E+1	1.985000E+2
1.709056E+3	1.904138E+2	1.682690E+0	6.964750E+1	2.000000E+2
1.710056E+3	1.904791E+2	1.683350E+0	6.967600E+1	1.996000E+2
1.711056E+3	1.905487E+2	1.684330E+0	6.970640E+1	1.997000E+2
1.712056E+3	1.906086E+2	1.685080E+0	6.973260E+1	1.992000E+2
1.713056E+3	1.906777E+2	1.685880E+0	6.976280E+1	1.994000E+2
1.714056E+3	1.907601E+2	1.686770E+0	6.979880E+1	1.995000E+2
1.715057E+3	1.908212E+2	1.687480E+0	6.982550E+1	1.994000E+2
1.716057E+3	1.908956E+2	1.688360E+0	6.985800E+1	2.001000E+2
1.717056E+3	1.909515E+2	1.689280E+0	6.988240E+1	1.995000E+2
1.718056E+3	1.910224E+2	1.689820E+0	6.991340E+1	1.999000E+2
1.719057E+3	1.910927E+2	1.690850E+0	6.994410E+1	1.995000E+2
1.720057E+3	1.911559E+2	1.691900E+0	6.997170E+1	2.001000E+2
1.721057E+3	1.912284E+2	1.692610E+0	7.000340E+1	1.995000E+2
1.722057E+3	1.912964E+2	1.693520E+0	7.003310E+1	2.000000E+2
1.723057E+3	1.913575E+2	1.694240E+0	7.005980E+1	1.996000E+2
1.724057E+3	1.914278E+2	1.694900E+0	7.009050E+1	1.996000E+2
1.725057E+3	1.914980E+2	1.695910E+0	7.012120E+1	1.990000E+2
1.726057E+3	1.915722E+2	1.696880E+0	7.015360E+1	1.979000E+2
1.727057E+3	1.916345E+2	1.697570E+0	7.018080E+1	1.984000E+2
1.728057E+3	1.917008E+2	1.698530E+0	7.020980E+1	1.978000E+2
1.729057E+3	1.917766E+2	1.699250E+0	7.024290E+1	1.975000E+2
1.730057E+3	1.918441E+2	1.699930E+0	7.027240E+1	1.976000E+2
1.731057E+3	1.918965E+2	1.700690E+0	7.029530E+1	1.977000E+2
1.732057E+3	1.919684E+2	1.701740E+0	7.032670E+1	1.976000E+2
1.733057E+3	1.920341E+2	1.702360E+0	7.035540E+1	1.984000E+2
1.734057E+3	1.921059E+2	1.703280E+0	7.038680E+1	1.985000E+2
1.735057E+3	1.921680E+2	1.704070E+0	7.041390E+1	1.982000E+2
1.736057E+3	1.922348E+2	1.704980E+0	7.044310E+1	1.983000E+2
1.737057E+3	1.923060E+2	1.705720E+0	7.047420E+1	1.985000E+2
1.738057E+3	1.923728E+2	1.706620E+0	7.050340E+1	1.993000E+2
1.739057E+3	1.924303E+2	1.707230E+0	7.052850E+1	1.982000E+2
1.740057E+3	1.924998E+2	1.708250E+0	7.055890E+1	1.974000E+2
1.741057E+3	1.925770E+2	1.709050E+0	7.059260E+1	1.972000E+2
1.742057E+3	1.926470E+2	1.710040E+0	7.062320E+1	1.966000E+2
1.743057E+3	1.927113E+2	1.710520E+0	7.065130E+1	1.968000E+2
1.744057E+3	1.927715E+2	1.711370E+0	7.067760E+1	1.968000E+2
1.745057E+3	1.928381E+2	1.712320E+0	7.070670E+1	1.966000E+2
1.746058E+3	1.928965E+2	1.713040E+0	7.073220E+1	1.960000E+2
1.747059E+3	1.929665E+2	1.713930E+0	7.076280E+1	1.974000E+2
1.748059E+3	1.930322E+2	1.714790E+0	7.079150E+1	1.976000E+2
1.749059E+3	1.930968E+2	1.715410E+0	7.081970E+1	1.978000E+2
1.750059E+3	1.931634E+2	1.716340E+0	7.084880E+1	1.972000E+2
1.751059E+3	1.932300E+2	1.717070E+0	7.087790E+1	1.980000E+2
1.752059E+3	1.932957E+2	1.717870E+0	7.090660E+1	1.980000E+2
1.753059E+3	1.933666E+2	1.718780E+0	7.093760E+1	1.966000E+2
1.754058E+3	1.934197E+2	1.719560E+0	7.096080E+1	1.966000E+2
1.755058E+3	1.934877E+2	1.720300E+0	7.099050E+1	1.967000E+2
1.756058E+3	1.935586E+2	1.721160E+0	7.102150E+1	1.961000E+2
1.757058E+3	1.936234E+2	1.721880E+0	7.104980E+1	1.965000E+2
1.758058E+3	1.936923E+2	1.722660E+0	7.107990E+1	1.969000E+2
1.759059E+3	1.937662E+2	1.723380E+0	7.111220E+1	1.972000E+2
1.760060E+3	1.938241E+2	1.724290E+0	7.113750E+1	1.963000E+2
1.761059E+3	1.938855E+2	1.725030E+0	7.116430E+1	1.964000E+2
1.762059E+3	1.939496E+2	1.725900E+0	7.119230E+1	1.964000E+2
1.763060E+3	1.940194E+2	1.726750E+0	7.122280E+1	1.965000E+2
1.764059E+3	1.940830E+2	1.727360E+0	7.125060E+1	1.958000E+2
1.765059E+3	1.941510E+2	1.728080E+0	7.128030E+1	1.959000E+2
1.766060E+3	1.942109E+2	1.728860E+0	7.130650E+1	1.967000E+2
1.767059E+3	1.942826E+2	1.729740E+0	7.133780E+1	1.960000E+2
1.768059E+3	1.943435E+2	1.730460E+0	7.136440E+1	1.967000E+2
1.769059E+3	1.944046E+2	1.731330E+0	7.139110E+1	1.974000E+2
1.770060E+3	1.944645E+2	1.732140E+0	7.141730E+1	1.971000E+2
1.771060E+3	1.945293E+2	1.733020E+0	7.144560E+1	1.962000E+2
1.772060E+3	1.945904E+2	1.733820E+0	7.147230E+1	1.955000E+2
1.773059E+3	1.946666E+2	1.734440E+0	7.150560E+1	1.951000E+2
1.774059E+3	1.947223E+2	1.735290E+0	7.152990E+1	1.956000E+2
1.775059E+3	1.947861E+2	1.736160E+0	7.155780E+1	1.952000E+2
1.776059E+3	1.948559E+2	1.737040E+0	7.158830E+1	1.951000E+2
1.777059E+3	1.949264E+2	1.737740E+0	7.161910E+1	1.950000E+2
1.778059E+3	1.949761E+2	1.738500E+0	7.164080E+1	1.945000E+2
1.779059E+3	1.950468E+2	1.739430E+0	7.167170E+1	1.952000E+2
1.780059E+3	1.951104E+2	1.740110E+0	7.169950E+1	1.945000E+2
1.781060E+3	1.951764E+2	1.740990E+0	7.172830E+1	1.946000E+2
1.782059E+3	1.952251E+2	1.741760E+0	7.174960E+1	1.955000E+2
1.783060E+3	1.952988E+2	1.742400E+0	7.178180E+1	1.957000E+2
1.784060E+3	1.953723E+2	1.743520E+0	7.181390E+1	1.956000E+2
1.785060E+3	1.954213E+2	1.744130E+0	7.183530E+1	1.957000E+2
1.786060E+3	1.954826E+2	1.744930E+0	7.186210E+1	1.967000E+2
1.787060E+3	1.955581E+2	1.745680E+0	7.189510E+1	1.977000E+2
1.788060E+3	1.956133E+2	1.746460E+0	7.191920E+1	1.982000E+2
1.789060E+3	1.956765E+2	1.747270E+0	7.194680E+1	1.984000E+2
1.790060E+3	1.957392E+2	1.748030E+0	7.197420E+1	1.985000E+2
1.791060E+3	1.958033E+2	1.748540E+0	7.200220E+1	1.975000E+2
1.792060E+3	1.958662E+2	1.749460E+0	7.202970E+1	1.974000E+2
1.793060E+3	1.959381E+2	1.750230E+0	7.206110E+1	1.975000E+2
1.794061E+3	1.959937E+2	1.751030E+0	7.208540E+1	1.973000E+2
1.795061E+3	1.960571E+2	1.751770E+0	7.211310E+1	1.966000E+2
1.796062E+3	1.961184E+2	1.752730E+0	7.213990E+1	1.963000E+2
1.797062E+3	1.961837E+2	1.753330E+0	7.216840E+1	1.968000E+2
1.798062E+3	1.962445E+2	1.754150E+0	7.219500E+1	1.963000E+2
1.799062E+3	1.963038E+2	1.754820E+0	7.222090E+1	1.959000E+2
1.800062E+3	1.963652E+2	1.755590E+0	7.224770E+1	1.953000E+2
1.801062E+3	1.964212E+2	1.756300E+0	7.227220E+1	1.954000E+2
1.802062E+3	1.964869E+2	1.757020E+0	7.230090E+1	1.959000E+2
1.803062E+3	1.965547E+2	1.757880E+0	7.233050E+1	1.955000E+2
1.804062E+3	1.966096E+2	1.758610E+0	7.235450E+1	1.959000E+2
1.805062E+3	1.966789E+2	1.759420E+0	7.238480E+1	1.953000E+2
1.806061E+3	1.967385E+2	1.760100E+0	7.241080E+1	1.947000E+2
1.807062E+3	1.968096E+2	1.760960E+0	7.244190E+1	1.955000E+2
1.808062E+3	1.968588E+2	1.761640E+0	7.246340E+1	1.951000E+2
1.809062E+3	1.969271E+2	1.762410E+0	7.249320E+1	1.958000E+2
1.810061E+3	1.969893E+2	1.763170E+0	7.252040E+1	1.955000E+2
1.811061E+3	1.970557E+2	1.763870E+0	7.254940E+1	1.953000E+2
1.812062E+3	1.971079E+2	1.764710E+0	7.257220E+1	1.961000E+2
1.813061E+3	1.971701E+2	1.765460E+0	7.259940E+1	1.959000E+2
1.814061E+3	1.972294E+2	1.766230E+0	7.262530E+1	1.959000E+2
1.815062E+3	1.972907E+2	1.766940E+0	7.265210E+1	1.956000E+2
1.816062E+3	1.973599E+2	1.767740E+0	7.268230E+1	1.953000E+2
1.817062E+3	1.974201E+2	1.768580E+0	7.270860E+1	1.949000E+2
1.818061E+3	1.974791E+2	1.769320E+0	7.273440E+1	1.949000E+2
1.819062E+3	1.975443E+2	1.770220E+0	7.276290E+1	1.949000E+2
1.820061E+3	1.976020E+2	1.770860E+0	7.278810E+1	1.944000E+2
1.821061E+3	1.976624E+2	1.771610E+0	7.281450E+1	1.939000E+2
1.822061E+3	1.977199E+2	1.772290E+0	7.283960E+1	1.943000E+2
1.823061E+3	1.977826E+2	1.773030E+0	7.286700E+1	1.942000E+2
1.824061E+3	1.978483E+2	1.773840E+0	7.289570E+1	1.954000E+2
1.825062E+3	1.978989E+2	1.774520E+0	7.291780E+1	1.966000E+2
1.826061E+3	1.979710E+2	1.775300E+0	7.294930E+1	1.967000E+2
1.827062E+3	1.980300E+2	1.775790E+0	7.297510E+1	1.966000E+2
1.828062E+3	1.980836E+2	1.776610E+0	7.299850E+1	1.968000E+2
1.829062E+3	1.981438E+2	1.777380E+0	7.302480E+1	1.967000E+2
1.830062E+3	1.982115E+2	1.778320E+0	7.305440E+1	1.960000E+2
1.831062E+3	1.982706E+2	1.779080E+0	7.308020E+1	1.958000E+2
1.832062E+3	1.983271E+2	1.779900E+0	7.310490E+1	1.964000E+2
1.833062E+3	1.983852E+2	1.780520E+0	7.313030E+1	1.968000E+2
1.834062E+3	1.984509E+2	1.781210E+0	7.315900E+1	1.957000E+2
1.835062E+3	1.985111E+2	1.781960E+0	7.318530E+1	1.957000E+2
1.836063E+3	1.985734E+2	1.782740E+0	7.321250E+1	1.958000E+2
1.837062E+3	1.986274E+2	1.783290E+0	7.323610E+1	1.965000E+2
1.838062E+3	1.986901E+2	1.784200E+0	7.326350E+1	1.962000E+2
1.839062E+3	1.987460E+2	1.784820E+0	7.328790E+1	1.957000E+2
1.840062E+3	1.988110E+2	1.785580E+0	7.331630E+1	1.960000E+2
1.841062E+3	1.988663E+2	1.786430E+0	7.334050E+1	1.952000E+2
1.842062E+3	1.989318E+2	1.787140E+0	7.336910E+1	1.949000E+2
1.843062E+3	1.989874E+2	1.787930E+0	7.339340E+1	1.942000E+2
1.844062E+3	1.990581E+2	1.788360E+0	7.342430E+1	1.948000E+2
1.845062E+3	1.991046E+2	1.789370E+0	7.344460E+1	1.952000E+2
1.846062E+3	1.991627E+2	1.790010E+0	7.347000E+1	1.948000E+2
1.847061E+3	1.992330E+2	1.790920E+0	7.350070E+1	1.952000E+2
1.848062E+3	1.992946E+2	1.791670E+0	7.352760E+1	1.949000E+2
1.849062E+3	1.993479E+2	1.792340E+0	7.355090E+1	1.955000E+2
1.850062E+3	1.994088E+2	1.793050E+0	7.357750E+1	1.956000E+2
1.851061E+3	1.994617E+2	1.793820E+0	7.360060E+1	1.963000E+2
1.852063E+3	1.995278E+2	1.794600E+0	7.362950E+1	1.956000E+2
1.853063E+3	1.995830E+2	1.795410E+0	7.365360E+1	1.961000E+2
1.854063E+3	1.996457E+2	1.796200E+0	7.368100E+1	1.971000E+2
1.855063E+3	1.996995E+2	1.796690E+0	7.370450E+1	1.970000E+2
1.856063E+3	1.997615E+2	1.797450E+0	7.373160E+1	1.974000E+2
1.857063E+3	1.998233E+2	1.798230E+0	7.375860E+1	1.977000E+2
1.858062E+3	1.998853E+2	1.798930E+0	7.378570E+1	1.973000E+2
1.859063E+3	1.999414E+2	1.799630E+0	7.381020E+1	1.978000E+2
1.860063E+3	1.999970E+2	1.800520E+0	7.383450E+1	1.969000E+2
1.861062E+3	2.000570E+2	1.801010E+0	7.386070E+1	1.969000E+2
1.862062E+3	2.001121E+2	1.801800E+0	7.388480E+1	1.962000E+2
1.863063E+3	2.001732E+2	1.802570E+0	7.391150E+1	1.958000E+2
1.864062E+3	2.002355E+2	1.803230E+0	7.393870E+1	1.961000E+2
1.865062E+3	2.002952E+2	1.803820E+0	7.396480E+1	1.963000E+2
1.866063E+3	2.003593E+2	1.804580E+0	7.399280E+1	1.962000E+2
1.867062E+3	2.004129E+2	1.805410E+0	7.401620E+1	1.953000E+2
1.868062E+3	2.004692E+2	1.806060E+0	7.404080E+1	1.967000E+2
1.869062E+3	2.005310E+2	1.806620E+0	7.406780E+1	1.970000E+2
1.870063E+3	2.005857E+2	1.807450E+0	7.409170E+1	1.962000E+2
1.871062E+3	2.006427E+2	1.808060E+0	7.411660E+1	1.968000E+2
1.872062E+3	2.007026E+2	1.808810E+0	7.414280E+1	1.971000E+2
1.873062E+3	2.007594E+2	1.809620E+0	7.416760E+1	1.980000E+2
1.874062E+3	2.008146E+2	1.810210E+0	7.419170E+1	1.966000E+2
1.875063E+3	2.008784E+2	1.811020E+0	7.421960E+1	1.976000E+2
1.876062E+3	2.009370E+2	1.811530E+0	7.424520E+1	1.976000E+2
1.877063E+3	2.009869E+2	1.812410E+0	7.426700E+1	1.978000E+2
1.878063E+3	2.010434E+2	1.813000E+0	7.429170E+1	1.971000E+2
1.879063E+3	2.011112E+2	1.813840E+0	7.432130E+1	1.971000E+2
1.880062E+3	2.011744E+2	1.814480E+0	7.434890E+1	1.962000E+2
1.881063E+3	2.012268E+2	1.815250E+0	7.437180E+1	1.959000E+2
1.882062E+3	2.012872E+2	1.816070E+0	7.439820E+1	1.958000E+2
1.883062E+3	2.013343E+2	1.816680E+0	7.441880E+1	1.956000E+2
1.884062E+3	2.013918E+2	1.817490E+0	7.444390E+1	1.955000E+2
1.885063E+3	2.014589E+2	1.818120E+0	7.447320E+1	1.959000E+2
1.886063E+3	2.015170E+2	1.818780E+0	7.449860E+1	1.961000E+2
1.887064E+3	2.015774E+2	1.819590E+0	7.452500E+1	1.963000E+2
1.888063E+3	2.016257E+2	1.820300E+0	7.454610E+1	1.972000E+2
1.889063E+3	2.016795E+2	1.820900E+0	7.456960E+1	1.972000E+2
1.890063E+3	2.017372E+2	1.821820E+0	7.459480E+1	1.964000E+2
1.891063E+3	2.017910E+2	1.822410E+0	7.461830E+1	1.966000E+2
1.892063E+3	2.018530E+2	1.822960E+0	7.464540E+1	1.963000E+2
1.893063E+3	2.019079E+2	1.823830E+0	7.466940E+1	1.968000E+2
1.894063E+3	2.019603E+2	1.824270E+0	7.469230E+1	1.969000E+2
1.895063E+3	2.020196E+2	1.825240E+0	7.471820E+1	1.964000E+2
1.896063E+3	2.020793E+2	1.825930E+0	7.474430E+1	1.969000E+2
1.897063E+3	2.021393E+2	1.826560E+0	7.477050E+1	1.970000E+2
1.898063E+3	2.021883E+2	1.827400E+0	7.479190E+1	1.963000E+2
1.899063E+3	2.022487E+2	1.827960E+0	7.481830E+1	1.963000E+2
1.900063E+3	2.023078E+2	1.828790E+0	7.484410E+1	1.952000E+2
1.901063E+3	2.023613E+2	1.829350E+0	7.486750E+1	1.969000E+2
1.902063E+3	2.024167E+2	1.830080E+0	7.489170E+1	1.969000E+2
1.903063E+3	2.024783E+2	1.830920E+0	7.491860E+1	1.971000E+2
1.904063E+3	2.025396E+2	1.831650E+0	7.494540E+1	1.971000E+2
1.905063E+3	2.025920E+2	1.832150E+0	7.496830E+1	1.965000E+2
1.906063E+3	2.026515E+2	1.832970E+0	7.499430E+1	1.962000E+2
1.907063E+3	2.026937E+2	1.833540E+0	7.501270E+1	1.961000E+2
1.908063E+3	2.027630E+2	1.834260E+0	7.504300E+1	1.959000E+2
1.909063E+3	2.028157E+2	1.834910E+0	7.506600E+1	1.963000E+2
1.910063E+3	2.028662E+2	1.835780E+0	7.508810E+1	1.965000E+2
1.911063E+3	2.029289E+2	1.836310E+0	7.511550E+1	1.968000E+2
1.912063E+3	2.029848E+2	1.836930E+0	7.513990E+1	1.969000E+2
1.913063E+3	2.030388E+2	1.837660E+0	7.516350E+1	1.970000E+2
1.914062E+3	2.031022E+2	1.838200E+0	7.519120E+1	1.967000E+2
1.915063E+3	2.031546E+2	1.839110E+0	7.521410E+1	1.970000E+2
1.916062E+3	2.032041E+2	1.839870E+0	7.523570E+1	1.975000E+2
1.917062E+3	2.032583E+2	1.840550E+0	7.525940E+1	1.976000E+2
1.918063E+3	2.033146E+2	1.841090E+0	7.528400E+1	1.965000E+2
1.919063E+3	2.033716E+2	1.841890E+0	7.530890E+1	1.963000E+2
1.920062E+3	2.034185E+2	1.842500E+0	7.532940E+1	1.974000E+2
1.921062E+3	2.034828E+2	1.843210E+0	7.535750E+1	1.975000E+2
1.922062E+3	2.035451E+2	1.843680E+0	7.538470E+1	1.980000E+2
1.923063E+3	2.035959E+2	1.844440E+0	7.540690E+1	1.971000E+2
1.924063E+3	2.036508E+2	1.845150E+0	7.543090E+1	1.969000E+2
1.925064E+3	2.037108E+2	1.845720E+0	7.545710E+1	1.972000E+2
1.926063E+3	2.037605E+2	1.846590E+0	7.547880E+1	1.971000E+2
1.927063E+3	2.038154E+2	1.847110E+0	7.550280E+1	1.977000E+2
1.928063E+3	2.038676E+2	1.847840E+0	7.552560E+1	1.977000E+2
1.929063E+3	2.039241E+2	1.848450E+0	7.555030E+1	1.975000E+2
1.930063E+3	2.039873E+2	1.849180E+0	7.557790E+1	1.971000E+2
1.931063E+3	2.040369E+2	1.849790E+0	7.559960E+1	1.969000E+2
1.932063E+3	2.040873E+2	1.850610E+0	7.562160E+1	1.971000E+2
1.933063E+3	2.041480E+2	1.851220E+0	7.564810E+1	1.984000E+2
1.934063E+3	2.042070E+2	1.852030E+0	7.567390E+1	1.985000E+2
1.935063E+3	2.042667E+2	1.852510E+0	7.570000E+1	1.984000E+2
1.936063E+3	2.043070E+2	1.853250E+0	7.571760E+1	1.978000E+2
1.937064E+3	2.043638E+2	1.854030E+0	7.574240E+1	1.976000E+2
