Nb_Si_8_11_19_mit_B_4

08.11.2019 11:28
Zeit	Temperatur	R_Probe_1	R_Thermometer	R_Probe_2
9.999795E-1	4.479706E+0	2.861000E-2	7.390360E+0	1.057980E+5
1.999558E+0	4.486894E+0	2.861000E-2	7.387880E+0	1.057980E+5
2.999362E+0	4.483906E+0	2.860000E-2	7.388910E+0	1.057980E+5
3.999450E+0	4.482342E+0	2.868000E-2	7.389450E+0	1.057980E+5
4.999530E+0	4.479996E+0	2.890000E-2	7.390260E+0	1.057980E+5
5.999189E+0	4.485617E+0	2.855000E-2	7.388320E+0	1.057980E+5
6.999295E+0	4.484051E+0	2.857000E-2	7.388860E+0	1.057980E+5
7.999424E+0	4.478694E+0	2.871000E-2	7.390710E+0	1.057980E+5
8.999845E+0	4.480980E+0	2.871000E-2	7.389920E+0	1.057980E+5
9.999315E+0	4.480314E+0	2.865000E-2	7.390150E+0	1.057980E+5
1.099929E+1	4.481299E+0	2.867000E-2	7.389810E+0	1.057980E+5
1.199923E+1	4.483588E+0	2.865000E-2	7.389020E+0	1.057980E+5
1.299936E+1	4.480749E+0	2.872000E-2	7.390000E+0	1.057980E+5
1.399930E+1	4.480517E+0	2.864000E-2	7.390080E+0	1.057980E+5
1.499908E+1	4.480054E+0	2.869000E-2	7.390240E+0	1.057980E+5
1.599905E+1	4.484950E+0	2.990000E-2	7.388550E+0	1.057980E+5
1.699910E+1	4.624120E+0	3.006000E-2	7.341760E+0	1.057980E+5
1.799961E+1	5.096242E+0	3.023000E-2	7.199010E+0	1.057980E+5
1.899966E+1	5.318381E+0	3.008000E-2	7.139200E+0	1.057980E+5
1.999914E+1	5.419068E+0	3.035000E-2	7.113440E+0	1.057980E+5
2.099891E+1	5.469036E+0	3.021000E-2	7.100950E+0	1.057980E+5
2.199962E+1	5.500265E+0	3.039000E-2	7.093240E+0	1.057980E+5
2.299890E+1	5.665111E+0	3.027000E-2	7.053720E+0	1.057980E+5
2.399973E+1	5.663701E+0	3.016000E-2	7.054050E+0	1.057980E+5
2.499993E+1	5.538991E+0	3.033000E-2	7.083780E+0	1.057980E+5
2.599995E+1	5.574259E+0	3.051000E-2	7.075260E+0	1.057980E+5
2.700006E+1	5.705276E+0	3.069000E-2	7.044380E+0	1.057980E+5
2.799977E+1	5.783283E+0	3.064000E-2	7.026550E+0	1.057980E+5
2.899997E+1	5.823382E+0	3.061000E-2	7.017540E+0	1.057980E+5
2.999991E+1	5.848629E+0	3.050000E-2	7.011920E+0	1.057980E+5
3.099986E+1	5.863041E+0	3.066000E-2	7.008730E+0	1.057980E+5
3.199973E+1	5.873196E+0	3.072000E-2	7.006490E+0	1.057980E+5
3.300045E+1	5.877830E+0	3.071000E-2	7.005470E+0	1.057980E+5
3.399955E+1	5.880741E+0	3.076000E-2	7.004830E+0	1.057980E+5
3.499985E+1	5.883609E+0	3.083000E-2	7.004200E+0	1.057980E+5
3.599991E+1	5.885522E+0	3.079000E-2	7.003780E+0	1.057980E+5
3.699987E+1	5.914618E+0	3.096000E-2	6.997420E+0	1.057980E+5
3.799980E+1	6.043525E+0	3.077000E-2	6.969860E+0	1.057980E+5
3.899969E+1	6.132222E+0	3.100000E-2	6.951460E+0	1.057980E+5
4.000045E+1	6.179217E+0	3.098000E-2	6.941890E+0	1.057980E+5
4.100114E+1	6.207246E+0	3.115000E-2	6.936240E+0	1.057980E+5
4.200071E+1	6.225566E+0	3.108000E-2	6.932570E+0	1.057980E+5
4.300071E+1	6.235136E+0	3.106000E-2	6.930660E+0	1.057980E+5
4.400080E+1	6.243876E+0	3.110000E-2	6.928920E+0	1.057980E+5
4.500083E+1	6.247700E+0	3.112000E-2	6.928160E+0	1.057980E+5
4.600103E+1	6.253746E+0	3.105000E-2	6.926960E+0	1.057980E+5
4.700080E+1	6.253393E+0	3.101000E-2	6.927030E+0	1.057980E+5
4.800064E+1	6.255662E+0	3.098000E-2	6.926580E+0	1.057980E+5
4.900079E+1	6.257781E+0	3.088000E-2	6.926160E+0	1.057980E+5
5.000044E+1	6.255712E+0	3.110000E-2	6.926570E+0	1.057980E+5
5.100054E+1	6.282240E+0	3.100000E-2	6.921330E+0	1.057980E+5
5.200111E+1	6.409121E+0	3.115000E-2	6.896770E+0	1.057980E+5
5.300067E+1	6.500282E+0	3.106000E-2	6.879620E+0	1.057980E+5
5.400061E+1	6.554005E+0	3.137000E-2	6.869700E+0	1.057980E+5
5.500055E+1	6.588565E+0	3.139000E-2	6.863390E+0	1.057980E+5
5.600044E+1	6.610078E+0	3.143000E-2	6.859490E+0	1.057980E+5
5.700017E+1	6.624930E+0	3.139000E-2	6.856810E+0	1.057980E+5
5.800043E+1	6.635103E+0	3.131000E-2	6.854980E+0	1.057980E+5
5.900072E+1	6.638611E+0	3.130000E-2	6.854350E+0	1.057980E+5
6.000044E+1	6.647256E+0	3.128000E-2	6.852800E+0	1.057980E+5
6.100038E+1	6.649043E+0	3.124000E-2	6.852480E+0	1.057980E+5
6.200049E+1	6.648429E+0	3.127000E-2	6.852590E+0	1.057980E+5
6.300048E+1	6.652396E+0	3.145000E-2	6.851880E+0	1.057980E+5
6.400073E+1	6.653682E+0	3.138000E-2	6.851650E+0	1.057980E+5
6.500061E+1	6.651893E+0	3.111000E-2	6.851970E+0	1.057980E+5
6.600063E+1	6.654129E+0	3.142000E-2	6.851570E+0	1.057980E+5
6.700032E+1	6.652228E+0	3.121000E-2	6.851910E+0	1.057980E+5
6.800035E+1	6.653962E+0	3.136000E-2	6.851600E+0	1.057980E+5
6.899996E+1	6.678027E+0	3.141000E-2	6.847310E+0	1.057980E+5
7.000076E+1	6.799347E+0	3.136000E-2	6.826070E+0	1.057980E+5
7.100021E+1	6.893012E+0	3.144000E-2	6.810100E+0	1.057980E+5
7.200015E+1	6.953909E+0	3.160000E-2	6.799910E+0	1.057980E+5
7.300032E+1	6.994684E+0	3.149000E-2	6.793170E+0	1.057980E+5
7.400042E+1	7.018155E+0	3.142000E-2	6.789320E+0	1.057980E+5
7.500017E+1	7.034632E+0	3.152000E-2	6.786630E+0	1.057980E+5
7.599996E+1	7.044894E+0	3.158000E-2	6.784960E+0	1.057980E+5
7.700015E+1	7.054503E+0	3.165000E-2	6.783400E+0	1.057980E+5
7.800013E+1	7.064319E+0	3.162000E-2	6.781810E+0	1.057980E+5
7.900057E+1	7.067287E+0	3.152000E-2	6.781330E+0	1.057980E+5
7.999996E+1	7.071433E+0	3.168000E-2	6.780660E+0	1.057980E+5
8.100001E+1	7.071680E+0	3.154000E-2	6.780620E+0	1.057980E+5
8.200050E+1	7.074963E+0	3.160000E-2	6.780090E+0	1.057980E+5
8.299997E+1	7.071804E+0	3.175000E-2	6.780600E+0	1.057980E+5
8.399995E+1	7.093966E+0	3.179000E-2	6.777030E+0	1.057980E+5
8.500017E+1	7.211268E+0	3.168000E-2	6.758440E+0	1.057980E+5
8.600011E+1	7.313665E+0	3.183000E-2	6.742620E+0	1.057980E+5
8.700022E+1	7.376924E+0	3.195000E-2	6.733030E+0	1.057980E+5
8.799993E+1	7.418109E+0	3.187000E-2	6.726860E+0	1.057980E+5
8.899998E+1	7.444811E+0	3.198000E-2	6.722890E+0	1.057980E+5
9.000004E+1	7.468011E+0	3.203000E-2	6.719460E+0	1.057980E+5
9.099992E+1	7.481323E+0	3.205000E-2	6.717500E+0	1.057980E+5
9.199990E+1	7.493446E+0	3.195000E-2	6.715720E+0	1.057980E+5
9.299972E+1	7.499451E+0	3.194000E-2	6.714840E+0	1.057980E+5
9.399960E+1	7.498086E+0	3.228000E-2	6.715040E+0	1.057980E+5
9.499970E+1	7.508133E+0	3.202000E-2	6.713570E+0	1.057980E+5
9.599970E+1	7.509227E+0	3.203000E-2	6.713410E+0	1.057980E+5
9.699974E+1	7.512240E+0	3.189000E-2	6.712970E+0	1.057980E+5
9.799966E+1	7.514774E+0	3.216000E-2	6.712600E+0	1.057980E+5
9.899951E+1	7.530012E+0	3.230000E-2	6.710380E+0	1.057980E+5
9.999961E+1	7.639192E+0	3.235000E-2	6.694690E+0	1.057980E+5
1.009996E+2	7.737348E+0	3.327000E-2	6.680900E+0	1.057980E+5
1.019998E+2	7.810360E+0	3.507000E-2	6.670830E+0	1.057980E+5
1.029994E+2	7.855665E+0	3.652000E-2	6.664660E+0	1.057980E+5
1.039995E+2	7.893220E+0	3.722000E-2	6.659590E+0	1.057980E+5
1.049995E+2	7.914538E+0	3.762000E-2	6.656730E+0	1.057980E+5
1.059995E+2	7.931901E+0	3.786000E-2	6.654410E+0	1.057980E+5
1.069993E+2	7.942634E+0	3.877000E-2	6.652980E+0	1.057980E+5
1.079993E+2	7.958894E+0	3.987000E-2	6.650820E+0	1.057980E+5
1.089994E+2	8.002751E+0	4.082000E-2	6.645030E+0	1.057980E+5
1.099992E+2	8.055699E+0	4.138000E-2	6.638110E+0	1.057980E+5
1.109993E+2	8.080380E+0	4.186000E-2	6.634910E+0	1.057980E+5
1.119996E+2	8.102701E+0	4.199000E-2	6.632030E+0	1.057980E+5
1.129995E+2	8.113667E+0	4.223000E-2	6.630620E+0	1.057980E+5
1.139995E+2	8.132388E+0	4.236000E-2	6.628220E+0	1.057980E+5
1.149994E+2	8.144987E+0	4.260000E-2	6.626610E+0	1.057980E+5
1.159993E+2	8.149770E+0	4.274000E-2	6.626000E+0	1.057980E+5
1.169993E+2	8.196661E+0	4.299000E-2	6.620050E+0	1.057980E+5
1.179993E+2	8.250402E+0	4.291000E-2	6.613300E+0	1.057980E+5
1.189994E+2	8.275118E+0	4.319000E-2	6.610220E+0	1.057980E+5
1.199994E+2	8.303840E+0	4.317000E-2	6.606660E+0	1.057980E+5
1.209992E+2	8.309912E+0	4.323000E-2	6.605910E+0	1.057980E+5
1.219992E+2	8.328986E+0	4.336000E-2	6.603560E+0	1.057980E+5
1.229991E+2	8.346419E+0	4.341000E-2	6.601420E+0	1.057980E+5
1.239998E+2	8.382124E+0	4.371000E-2	6.597060E+0	1.057980E+5
1.250003E+2	8.430017E+0	4.356000E-2	6.591260E+0	1.057980E+5
1.260005E+2	8.464146E+0	4.373000E-2	6.587160E+0	1.057980E+5
1.270007E+2	8.482722E+0	4.373000E-2	6.584940E+0	1.057980E+5
1.279998E+2	8.501197E+0	4.397000E-2	6.582740E+0	1.057980E+5
1.290005E+2	8.516953E+0	4.380000E-2	6.580870E+0	1.057980E+5
1.300001E+2	8.523117E+0	4.409000E-2	6.580140E+0	1.057980E+5
1.309999E+2	8.532166E+0	4.399000E-2	6.579070E+0	1.057980E+5
1.320001E+2	8.541400E+0	4.407000E-2	6.577980E+0	1.057980E+5
1.330005E+2	8.578416E+0	4.404000E-2	6.573630E+0	1.057980E+5
1.340001E+2	8.624739E+0	4.406000E-2	6.568230E+0	1.057980E+5
1.350006E+2	8.663138E+0	4.407000E-2	6.563790E+0	1.057980E+5
1.360013E+2	8.682270E+0	4.408000E-2	6.561590E+0	1.057980E+5
1.370008E+2	8.696228E+0	4.420000E-2	6.559990E+0	1.057980E+5
1.380009E+2	8.721358E+0	4.413000E-2	6.557120E+0	1.057980E+5
1.390012E+2	8.724782E+0	4.398000E-2	6.556730E+0	1.057980E+5
1.400014E+2	8.741320E+0	4.420000E-2	6.554850E+0	1.057980E+5
1.410017E+2	8.749167E+0	4.408000E-2	6.553960E+0	1.057980E+5
1.420014E+2	8.745022E+0	4.410000E-2	6.554430E+0	1.057980E+5
1.430019E+2	8.775616E+0	4.409000E-2	6.550970E+0	1.057980E+5
1.440019E+2	8.824435E+0	4.418000E-2	6.545490E+0	1.057980E+5
1.450021E+2	8.849913E+0	4.429000E-2	6.542650E+0	1.057980E+5
1.460021E+2	8.878314E+0	4.426000E-2	6.539500E+0	1.057980E+5
