ch1
2,000E-03
4,000E-03
2,000E-03
4,000E-03
4,000E-03
2,000E-03
4,000E-03
4,000E-03
4,000E-03
6,000E-03
4,000E-03
6,000E-03
4,000E-03
8,000E-03
6,000E-03
8,000E-03
6,000E-03
8,000E-03
8,000E-03
1,000E-02
1,000E-02
1,200E-02
1,200E-02
2,000E-02
2,200E-02
3,200E-02
3,200E-02
5,400E-02
5,800E-02
8,800E-02
9,000E-02
1,320E-01
1,360E-01
1,660E-01
1,680E-01
1,860E-01
1,860E-01
1,900E-01
1,860E-01
1,760E-01
1,740E-01
1,460E-01
1,420E-01
1,160E-01
1,140E-01
9,400E-02
9,200E-02
7,200E-02
7,000E-02
5,800E-02
5,600E-02
4,800E-02
4,800E-02
4,200E-02
4,000E-02
3,200E-02
3,200E-02
2,400E-02
2,400E-02
1,800E-02
1,800E-02
1,600E-02
1,600E-02
1,200E-02
1,200E-02
1,000E-02
1,000E-02
8,000E-03
8,000E-03
8,000E-03
8,000E-03
8,000E-03
8,000E-03
6,000E-03
8,000E-03
6,000E-03
8,000E-03
6,000E-03
6,000E-03
4,000E-03
4,000E-03
8,000E-03
6,000E-03
4,000E-03
6,000E-03
4,000E-03
4,000E-03
6,000E-03
4,000E-03
6,000E-03
4,000E-03
6,000E-03
4,000E-03
2,000E-03
4,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
6,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
6,000E-03
4,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
4,000E-03
2,000E-03
2,000E-03
2,000E-03
2,000E-03
2,000E-03
2,000E-03
2,000E-03
4,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
0,000E00
2,000E-03
0,000E00
6,000E-03
2,000E-03
0,000E00
0,000E00
4,000E-03
0,000E00
2,000E-03
4,000E-03
0,000E00
0,000E00
2,000E-03
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
0,000E00
2,000E-03
0,000E00
2,000E-03
2,000E-03
0,000E00
2,000E-03
0,000E00
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
0,000E00
2,000E-03
2,000E-03
0,000E00
0,000E00
2,000E-03
2,000E-03
0,000E00
0,000E00
2,000E-03
2,000E-03
0,000E00
0,000E00
2,000E-03
2,000E-03
0,000E00
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
2,000E-03
0,000E00
0,000E00
0,000E00
0,000E00
2,000E-03
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
0,000E00
2,000E-03
2,000E-03
2,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
6,000E-03
8,000E-03
2,000E-03
4,000E-03
8,000E-03
6,000E-03
8,000E-03
8,000E-03
1,200E-02
1,400E-02
2,000E-02
2,400E-02
3,600E-02
3,800E-02
4,600E-02
4,600E-02
5,600E-02
5,800E-02
7,200E-02
7,400E-02
8,400E-02
8,800E-02
8,400E-02
8,400E-02
7,600E-02
7,600E-02
7,200E-02
7,000E-02
6,000E-02
5,800E-02
4,400E-02
4,200E-02
3,800E-02
3,800E-02
3,200E-02
3,000E-02
2,400E-02
2,400E-02
1,800E-02
1,800E-02
1,400E-02
1,400E-02
1,200E-02
1,200E-02
8,000E-03
1,000E-02
8,000E-03
8,000E-03
6,000E-03
6,000E-03
8,000E-03
6,000E-03
4,000E-03
6,000E-03
4,000E-03
4,000E-03
6,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
4,000E-03
2,000E-03
2,000E-03
4,000E-03
4,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
4,000E-03
2,000E-03
2,000E-03
4,000E-03
4,000E-03
6,000E-03
4,000E-03
6,000E-03
6,000E-03
8,000E-03
6,000E-03
8,000E-03
8,000E-03
1,000E-02
1,000E-02
1,200E-02
1,200E-02
1,800E-02
1,800E-02
3,200E-02
3,200E-02
5,800E-02
6,200E-02
9,000E-02
9,200E-02
1,080E-01
1,100E-01
1,320E-01
1,340E-01
1,660E-01
1,700E-01
1,760E-01
1,740E-01
1,640E-01
1,600E-01
1,260E-01
1,240E-01
1,140E-01
1,140E-01
1,020E-01
1,000E-01
7,600E-02
7,400E-02
5,400E-02
5,200E-02
4,400E-02
4,400E-02
3,200E-02
3,200E-02
2,400E-02
2,400E-02
1,800E-02
1,800E-02
1,400E-02
1,400E-02
1,200E-02
1,200E-02
1,000E-02
1,000E-02
1,200E-02
1,000E-02
8,000E-03
6,000E-03
1,000E-02
6,000E-03
8,000E-03
8,000E-03
6,000E-03
6,000E-03
4,000E-03
6,000E-03
6,000E-03
4,000E-03
6,000E-03
6,000E-03
4,000E-03
6,000E-03
4,000E-03
4,000E-03
4,000E-03

