ch1
4,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
2,000E-03
2,000E-03
0,000E00
0,000E00
6,000E-03
2,000E-03
2,000E-03
2,000E-03
0,000E00
2,000E-03
2,000E-03
2,000E-03
2,000E-03
2,000E-03
2,000E-03
0,000E00
2,000E-03
2,000E-03
2,000E-03
2,000E-03
2,000E-03
2,000E-03
0,000E00
0,000E00
2,000E-03
4,000E-03
0,000E00
0,000E00
4,000E-03
2,000E-03
0,000E00
2,000E-03
4,000E-03
0,000E00
2,000E-03
4,000E-03
0,000E00
2,000E-03
0,000E00
4,000E-03
0,000E00
0,000E00
2,000E-03
2,000E-03
0,000E00
2,000E-03
2,000E-03
2,000E-03
0,000E00
2,000E-03
2,000E-03
2,000E-03
0,000E00
2,000E-03
4,000E-03
4,000E-03
0,000E00
0,000E00
4,000E-03
6,000E-03
0,000E00
2,000E-03
4,000E-03
2,000E-03
0,000E00
4,000E-03
0,000E00
0,000E00
2,000E-03
0,000E00
4,000E-03
2,000E-03
0,000E00
2,000E-03
4,000E-03
2,000E-03
2,000E-03
2,000E-03
0,000E00
2,000E-03
2,000E-03
2,000E-03
0,000E00
4,000E-03
2,000E-03
2,000E-03
4,000E-03
8,000E-03
2,000E-03
4,000E-03
8,000E-03
6,000E-03
8,000E-03
8,000E-03
1,000E-02
1,000E-02
1,200E-02
1,200E-02
1,600E-02
1,600E-02
3,400E-02
3,400E-02
4,800E-02
5,000E-02
7,600E-02
7,800E-02
9,200E-02
9,000E-02
7,800E-02
8,000E-02
7,400E-02
7,200E-02
6,400E-02
6,400E-02
5,400E-02
5,400E-02
4,400E-02
4,400E-02
3,600E-02
3,600E-02
2,800E-02
2,800E-02
2,200E-02
2,200E-02
1,800E-02
1,800E-02
1,200E-02
1,200E-02
1,000E-02
1,000E-02
8,000E-03
1,000E-02
6,000E-03
8,000E-03
6,000E-03
8,000E-03
6,000E-03
6,000E-03
4,000E-03
4,000E-03
6,000E-03
4,000E-03
6,000E-03
4,000E-03
6,000E-03
4,000E-03
4,000E-03
4,000E-03
4,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
6,000E-03
2,000E-03
2,000E-03
4,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
4,000E-03
2,000E-03
4,000E-03
2,000E-03
4,000E-03
4,000E-03
