voltage	current	time
-1	-0.85458	18081.9
-0.98	-0.854488	18082.45
-0.96	-0.8558055	18082.99
-0.94	-0.8574856	18083.54
-0.92	-0.8578697	18084.09
-0.9	-0.8581566	18084.63
-0.88	-0.859439	18085.18
-0.86	-0.8580797	18085.73
-0.84	-0.8599128	18086.28
-0.82	-0.8595714	18086.82
-0.8	-0.8597544	18087.37
-0.78	-0.8605961	18087.92
-0.76	-0.8606666	18088.46
-0.74	-0.8606702	18089.01
-0.72	-0.861381	18089.56
-0.7	-0.8610656	18090.11
-0.68	-0.8621101	18090.65
-0.66	-0.8608642	18091.2
-0.64	-0.8621007	18091.75
-0.62	-0.861644	18092.29
-0.6	-0.8627471	18092.84
-0.58	-0.8632299	18093.39
-0.56	-0.8635725	18093.93
-0.54	-0.8637118	18094.48
-0.52	-0.8642101	18095.03
-0.5	-0.8647316	18095.57
-0.48	-0.8647094	18096.12
-0.46	-0.8648753	18096.67
-0.44	-0.8654897	18097.22
-0.42	-0.8655865	18097.76
-0.4	-0.8666273	18098.31
-0.38	-0.866681	18098.86
-0.36	-0.8675004	18099.41
-0.34	-0.8677627	18099.95
-0.32	-0.8665538	18100.5
-0.3	-0.8672899	18101.05
-0.28	-0.8660137	18101.59
-0.26	-0.8667441	18102.14
-0.24	-0.8664958	18102.69
-0.22	-0.867795	18103.23
-0.2	-0.8684193	18103.78
-0.18	-0.8684714	18104.33
-0.16	-0.8685613	18104.87
-0.14	-0.8685323	18105.42
-0.12	-0.8683504	18105.97
-0.1	-0.868529	18106.51
-0.08	-0.8682298	18107.06
-0.06	-0.8686265	18107.61
-0.04	-0.8688778	18108.15
-0.02	-0.8675247	18108.7
0	-0.8669941	18109.25
0.02	-0.8653281	18109.8
0.04	-0.8637725	18110.34
0.06	-0.8613995	18110.89
0.08	-0.8559136	18111.44
0.1	-0.8488982	18111.98
0.12	-0.8366416	18112.53
0.14	-0.8210611	18113.08
0.16	-0.8032708	18113.62
0.18	-0.7787974	18114.17
0.2	-0.7494954	18114.72
0.22	-0.7196578	18115.27
0.24	-0.6888561	18115.81
0.26	-0.6529526	18116.36
0.28	-0.6165277	18116.9
0.3	-0.5795331	18117.45
0.32	-0.5391652	18118
0.34	-0.4977909	18118.54
0.36	-0.4581465	18119.09
0.38	-0.4205009	18119.64
0.4	-0.3789396	18120.19
0.42	-0.3365428	18120.73
0.44	-0.2935555	18121.28
0.46	-0.2498398	18121.83
0.48	-0.2066657	18122.37
0.5	-0.1637092	18122.92
0.52	-0.1212486	18123.47
0.54	-0.07653546	18124.08
0.56	-0.0341606	18124.66
0.58	0.01025226	18125.21
0.6	0.05490507	18125.76
0.62	0.09927315	18126.3
0.64	0.1442676	18126.92
0.66	0.1889935	18127.5
0.68	0.2344838	18128.04
0.7	0.2797079	18128.59
0.72	0.324782	18129.14
0.74	0.3702964	18129.69
0.76	0.4175332	18130.23
0.78	0.4651997	18130.78
0.8	0.5132419	18131.33
0.82	0.5618588	18131.87
0.84	0.6094338	18132.42
0.86	0.6568506	18132.97
0.88	0.70474	18133.51
0.9	0.7549803	18134.06
0.92	0.8048303	18134.61
0.94	0.8570677	18135.16
0.96	0.9049593	18135.7
0.98	0.9574506	18136.25
1	0.9999743	18136.79
1.02	0.9999734	18137.34
1.04	0.999974	18137.89
1.06	0.9999713	18138.44
1.08	0.9999743	18138.99
1.1	0.9999745	18139.53
1.12	0.9999778	18140.08
1.14	0.9999738	18140.63
1.16	0.9999756	18141.17
1.18	0.9999743	18141.72
1.2	0.9999803	18142.27
1.22	0.9999802	18142.81
1.24	0.9999785	18143.36
1.26	0.9999797	18143.91
1.28	0.9999775	18144.46
1.3	0.9999829	18145
1.32	0.9999812	18145.55
1.34	0.9999816	18146.1
1.36	0.9999781	18146.64
1.38	0.9999799	18147.19
1.4	0.9999751	18147.74
1.42	0.9999806	18148.28
1.44	0.9999817	18148.83
1.46	0.9999796	18149.38
1.48	0.9999817	18149.93
1.5	0.9999831	18150.47
1.52	0.9999836	18151.02
1.54	0.9999879	18151.57
1.56	0.9999849	18152.11
1.58	0.9999889	18152.66
1.6	0.9999933	18153.21
1.62	0.9999834	18153.75
1.64	-1.448402E-10	18154.45
1.66	-1.210111E-10	18155
1.68	-1.25743E-10	18155.55
1.7	-1.224053E-10	18156.09
1.72	-1.211801E-10	18156.64
1.74	-1.180537E-10	18157.19
1.76	-1.173355E-10	18157.73
1.78	-1.173777E-10	18158.28
1.8	-1.178002E-10	18158.83
1.82	-1.17589E-10	18159.38
1.84	-1.166595E-10	18159.92
1.86	-1.174622E-10	18160.47
1.88	-1.163215E-10	18161.02
1.9	-1.161103E-10	18161.56
1.92	-1.166595E-10	18162.11
1.94	-1.159835E-10	18162.66
1.96	-1.16068E-10	18163.2
1.98	-1.133641E-10	18163.75
2	-1.158145E-10	18164.3
