voltage	current	time
-1	-0.2033834	8685.461
-0.98	-0.2033467	8686.008
-0.96	-0.2033215	8686.558
-0.94	-0.20337	8687.233
-0.92	-0.2034283	8687.802
-0.9	-0.2034899	8688.349
-0.88	-0.2034142	8688.896
-0.86	-0.2034075	8689.441
-0.84	-0.2036338	8689.988
-0.82	-0.2036843	8690.535
-0.8	-0.2039092	8691.082
-0.78	-0.2045255	8691.629
-0.76	-0.2049409	8692.177
-0.74	-0.2051874	8692.724
-0.72	-0.2053996	8693.27
-0.7	-0.2055856	8693.817
-0.68	-0.2050141	8694.364
-0.66	-0.2048963	8694.911
-0.64	-0.2051362	8695.458
-0.62	-0.2047908	8696.005
-0.6	-0.2047879	8696.552
-0.58	-0.2050232	8697.099
-0.56	-0.2050971	8697.646
-0.54	-0.2053383	8698.193
-0.52	-0.205387	8698.74
-0.5	-0.2041012	8699.287
-0.48	-0.2051473	8699.834
-0.46	-0.2055468	8700.382
-0.44	-0.2056919	8700.929
-0.42	-0.2051869	8701.477
-0.4	-0.2054026	8702.023
-0.38	-0.2053246	8702.57
-0.36	-0.2053296	8703.117
-0.34	-0.205209	8703.665
-0.32	-0.2047176	8704.212
-0.3	-0.2048414	8704.759
-0.28	-0.2047479	8705.307
-0.26	-0.2045919	8705.854
-0.24	-0.2048298	8706.4
-0.22	-0.2050385	8706.947
-0.2	-0.204793	8707.494
-0.18	-0.2051398	8708.041
-0.16	-0.2053128	8708.588
-0.14	-0.2052743	8709.136
-0.12	-0.205549	8709.683
-0.1	-0.2054305	8710.229
-0.08	-0.2048315	8710.775
-0.06	-0.2048538	8711.321
-0.04	-0.2052086	8711.868
-0.02	-0.2049301	8712.415
0	-0.2045168	8712.962
0.02	-0.2049656	8713.511
0.04	-0.204796	8714.058
0.06	-0.2044303	8714.604
0.08	-0.2051066	8715.151
0.1	-0.2051852	8715.697
0.12	-0.2050926	8716.244
0.14	-0.205039	8716.791
0.16	-0.204734	8717.339
0.18	-0.2045354	8717.885
0.2	-0.2041169	8718.432
0.22	-0.2037541	8718.979
0.24	-0.2031471	8719.526
0.26	-0.2022676	8720.073
0.28	-0.2012775	8720.62
0.3	-0.2003394	8721.167
0.32	-0.19845	8721.714
0.34	-0.1963222	8722.262
0.36	-0.1922422	8722.809
0.38	-0.1859061	8723.354
0.4	-0.1760895	8723.901
0.42	-0.1624696	8724.449
0.44	-0.1434847	8724.996
0.46	-0.1197157	8725.543
0.48	-0.09074808	8726.157
0.5	-0.05869953	8726.737
0.52	-0.02383743	8727.285
0.54	0.01450659	8727.832
0.56	0.05418901	8728.379
0.58	0.096515	8728.926
0.6	0.1389991	8729.539
0.62	0.1827848	8730.119
0.64	0.2284447	8730.666
0.66	0.2741839	8731.213
0.68	0.3215123	8731.76
0.7	0.368746	8732.307
0.72	0.417269	8732.854
0.74	0.4654283	8733.401
0.76	0.5147681	8733.947
0.78	0.5644261	8734.494
0.8	0.6133293	8735.041
0.82	0.6638062	8735.588
0.84	0.7137698	8736.135
0.86	0.7648311	8736.682
0.88	0.8152808	8737.229
0.9	0.8667772	8737.775
0.92	0.9184935	8738.322
0.94	0.9695895	8738.869
0.96	0.9999648	8739.416
0.98	0.9999624	8739.963
1	0.9999602	8740.508
1.02	0.999957	8741.056
1.04	0.9999575	8741.603
1.06	0.9999562	8742.149
1.08	0.9999549	8742.696
1.1	0.9999562	8743.243
1.12	0.9999599	8743.79
1.14	0.9999589	8744.337
1.16	0.9999627	8744.885
1.18	0.9999563	8745.432
1.2	0.9999592	8745.979
1.22	0.9999587	8746.525
1.24	0.9999596	8747.072
1.26	0.9999605	8747.619
1.28	0.9999627	8748.166
1.3	0.9999666	8748.713
1.32	0.9999607	8749.261
1.34	0.99996	8749.808
1.36	0.9999605	8750.354
1.38	0.9999579	8750.901
1.4	0.9999552	8751.448
1.42	0.9999567	8751.995
1.44	0.9999593	8752.542
1.46	0.9999596	8753.089
1.48	0.9999624	8753.637
1.5	0.9999569	8754.183
