voltage	current	time
-1	-0.1666352	16716.05
-0.98	-0.1647917	16716.6
-0.96	-0.163173	16717.15
-0.94	-0.1613228	16717.69
-0.92	-0.1592592	16718.24
-0.9	-0.1572444	16718.79
-0.88	-0.1552717	16719.33
-0.86	-0.1535329	16719.88
-0.84	-0.1521838	16720.43
-0.82	-0.15024	16720.97
-0.8	-0.148429	16721.52
-0.78	-0.1467981	16722.07
-0.76	-0.1448619	16722.62
-0.74	-0.1430238	16723.16
-0.72	-0.1413764	16723.71
-0.7	-0.1398237	16724.26
-0.68	-0.138278	16724.8
-0.66	-0.1367817	16725.35
-0.64	-0.1350381	16725.9
-0.62	-0.1333711	16726.44
-0.6	-0.1318688	16726.99
-0.58	-0.1306944	16727.54
-0.56	-0.1297672	16728.09
-0.54	-0.1286936	16728.63
-0.52	-0.1280684	16729.18
-0.5	-0.1269851	16729.73
-0.48	-0.1268032	16730.27
-0.46	-0.1264257	16730.82
-0.44	-0.1270202	16731.37
-0.42	-0.1265755	16731.92
-0.4	-0.1263679	16732.46
-0.38	-0.1261178	16733.01
-0.36	-0.1264413	16733.56
-0.34	-0.1264253	16734.1
-0.32	-0.1263359	16734.65
-0.3	-0.126515	16735.2
-0.28	-0.1263616	16735.74
-0.26	-0.1262098	16736.29
-0.24	-0.1263582	16736.84
-0.22	-0.1263646	16737.39
-0.2	-0.1264764	16737.93
-0.18	-0.1263797	16738.48
-0.16	-0.1265261	16739.03
-0.14	-0.1264725	16739.57
-0.12	-0.1262199	16740.12
-0.1	-0.1263227	16740.67
-0.08	-0.1265713	16741.21
-0.06	-0.126392	16741.76
-0.04	-0.126424	16742.31
-0.02	-0.1265341	16742.86
0	-0.1267072	16743.4
0.02	-0.1265912	16743.95
0.04	-0.1264612	16744.5
0.06	-0.1267202	16745.04
0.08	-0.1264388	16745.59
0.1	-0.1265578	16746.14
0.12	-0.1264611	16746.68
0.14	-0.1263419	16747.23
0.16	-0.1262702	16747.78
0.18	-0.1262321	16748.32
0.2	-0.1258845	16748.87
0.22	-0.1261034	16749.42
0.24	-0.1260444	16749.96
0.26	-0.1261364	16750.51
0.28	-0.1259111	16751.06
0.3	-0.1263414	16751.61
0.32	-0.1259867	16752.15
0.34	-0.1258204	16752.7
0.36	-0.1261022	16753.25
0.38	-0.1264085	16753.79
0.4	-0.1263031	16754.34
0.42	-0.1260018	16754.89
0.44	-0.1257698	16755.44
0.46	-0.1255581	16755.98
0.48	-0.125931	16756.53
0.5	-0.1257769	16757.08
0.52	-0.1262217	16757.62
0.54	-0.1259339	16758.17
0.56	-0.1254483	16758.72
0.58	-0.1253792	16759.26
0.6	-0.1255927	16759.81
0.62	-0.1256606	16760.36
0.64	-0.1255095	16760.9
0.66	-0.1255733	16761.45
0.68	-0.1251966	16762
0.7	-0.1250772	16762.55
0.72	-0.1247946	16763.09
0.74	-0.1251941	16763.64
0.76	-0.125518	16764.19
0.78	-0.125278	16764.73
0.8	-0.1251889	16765.28
0.82	-0.1251405	16765.83
0.84	-0.1248422	16766.38
0.86	-0.1248169	16766.92
0.88	-0.1249672	16767.47
0.9	-0.1254674	16768.02
0.92	-0.124919	16768.56
0.94	-0.1246536	16769.11
0.96	-0.1245212	16769.66
0.98	-0.124444	16770.21
1	-0.1243369	16770.75
1.02	-0.1245752	16771.3
1.04	-0.1246123	16771.85
1.06	-0.1245786	16772.39
1.08	-0.1007549	16772.94
1.1	-0.1158525	16773.62
1.12	-0.09805892	16774.38
1.14	-0.09677901	16775.13
1.16	-0.09414703	16775.74
1.18	-0.09416902	16776.45
1.2	-0.09303003	16777.22
1.22	-0.09201247	16777.96
1.24	-0.09054702	16778.71
1.26	-0.08951935	16779.33
1.28	-0.08904781	16779.9
1.3	-0.08774115	16780.45
1.32	-0.08667035	16781
1.34	-0.08536268	16781.54
1.36	-0.08434777	16782.09
1.38	-0.08151525	16782.64
1.4	-0.0787484	16783.19
1.42	-0.07644267	16783.74
1.44	-0.07375686	16784.28
1.46	-0.07206621	16784.83
1.48	-0.07030382	16785.38
1.5	-0.06860242	16785.92
1.52	-0.06710143	16786.47
1.54	-0.06525379	16787.02
1.56	-0.04262396	16787.56
1.58	-0.04160621	16788.11
1.6	-0.04093511	16788.66
1.62	-0.1216003	16789.27
1.64	-0.1226031	16789.8
1.66	-0.1226499	16790.35
1.68	-0.1220113	16790.9
1.7	-0.09769157	16791.51
1.72	-0.09813214	16792.09
1.74	-0.09871367	16792.76
1.76	-0.1121585	16793.34
1.78	-0.00619957	16793.95
1.8	-0.01779199	16794.66
1.82	-0.01873516	16795.23
1.84	-0.004316626	16795.84
1.86	-0.002567197	16796.41
1.88	-0.09750421	16797.23
1.9	-0.09703126	16797.88
1.92	-0.09712677	16798.46
1.94	-0.09700955	16799
1.96	-0.09701613	16799.55
1.98	-0.09692137	16800.1
2	-0.09687349	16800.64
2.02	-0.09673807	16801.19
2.04	-0.005902377	16801.8
2.06	0.005910469	16802.46
2.08	0.01028554	16803.04
2.1	0.01220628	16803.58
2.12	-0.01158522	16804.13
2.14	-0.01972717	16804.67
2.16	-0.02244006	16805.22
2.18	-0.02302476	16805.76
2.2	-0.02213454	16806.31
2.22	-0.02250492	16806.86
2.24	-0.02251837	16807.41
2.26	-0.02224435	16807.95
2.28	-0.02195279	16808.51
2.3	-0.02251934	16809.18
2.32	-0.01811977	16809.82
2.34	-0.02033091	16810.39
2.36	-0.01820805	16810.94
2.38	-0.01797511	16811.48
2.4	-0.01761867	16812.03
2.42	-0.01742448	16812.58
2.44	-0.01372352	16813.13
2.46	-0.0140271	16813.67
2.48	-0.01492423	16814.22
2.5	-0.01167007	16814.77
2.52	-0.01315551	16815.44
2.54	-0.01283355	16816.08
2.56	-0.01009553	16816.66
2.58	-0.01151385	16817.2
2.6	-0.005204951	16817.95
2.62	-0.003056184	16818.7
2.64	-0.001837492	16819.45
2.66	-0.005510124	16820.19
2.68	-0.002200886	16820.94
2.7	-0.004142798	16821.69
2.72	-0.001163068	16822.43
2.74	-0.00391008	16823.18
2.76	-0.002291567	16823.8
2.78	0.00583494	16824.57
2.8	0.0006582143	16825.45
2.82	0.003531031	16826.22
2.84	-0.006705757	16826.97
2.86	-0.005978463	16827.71
2.88	-0.003159661	16828.32
2.9	0.01035565	16828.99
2.92	0.004242015	16829.75
2.94	0.004775464	16830.71
2.96	0.001496092	16831.52
2.98	0.02157095	16832.22
3	0.002725394	16832.86
3.02	0.02291218	16833.52
3.04	0.002399592	16834.15
3.06	0.01961017	16834.82
3.08	0.001929162	16835.45
3.1	0.02055495	16836.11
3.12	0.001529188	16836.74
3.14	0.0201136	16837.4
3.16	0.01014571	16837.96
3.18	0.009267037	16838.72
3.2	0.006315841	16839.46
3.22	0.001842809	16840.07
3.24	0.01086725	16840.74
3.26	0.003113312	16841.37
3.28	0.003416459	16841.9
3.3	0.003745991	16842.44
3.32	0.009537094	16843.13
3.34	0.009386731	16843.89
3.36	0.00306592	16844.5
3.38	0.004179259	16845.03
3.4	0.01272622	16845.71
3.42	0.01088275	16846.28
3.44	0.011619	16846.82
3.46	0.01122511	16847.37
3.48	0.01230468	16847.92
3.5	0.01383767	16848.46
3.52	8.856074E-05	16849.51
3.54	6.766923E-06	16850.19
3.56	0.0002328399	16851.16
3.58	0.001578124	16852.05
3.6	0.0002187525	16852.87
3.62	0.00200082	16853.53
3.64	0.0007991416	16854.37
3.66	0.001074548	16854.95
3.68	0.002133979	16855.62
3.7	0.001134082	16856.25
3.72	0.002181592	16856.78
3.74	0.004944477	16857.46
3.76	0.001914279	16858.1
3.78	0.002565678	16858.68
3.8	0.007932525	16859.35
3.82	0.006799352	16860.12
3.84	0.002900684	16860.73
3.86	0.008466622	16861.39
3.88	0.003307568	16862.02
3.9	0.01025331	16862.69
3.92	0.009083545	16863.45
3.94	0.01007109	16864
3.96	0.009395855	16864.74
3.98	0.0103127	16865.29
4	0.01187032	16865.84
4.02	0.01129414	16866.38
4.04	0.0110872	16866.93
4.06	0.01260909	16867.48
4.08	0.01356028	16868.03
4.1	0.0129107	16868.57
4.12	0.01497185	16869.12
4.14	0.01370087	16869.67
4.16	0.01647064	16870.21
4.18	0.0148363	16870.89
4.2	0.01722036	16871.53
4.22	0.01687782	16872.11
4.24	0.01867392	16872.65
4.26	0.0190628	16873.2
4.28	0.02036897	16873.74
4.3	0.02034594	16874.29
4.32	0.02079939	16874.85
4.34	0.02128017	16875.39
4.36	0.02174299	16875.94
4.38	0.0223358	16876.48
4.4	0.0239755	16877.03
4.42	0.02402206	16877.58
4.44	0.02395554	16878.12
4.46	0.02501898	16878.67
4.48	0.02564872	16879.21
4.5	0.02606808	16879.76
4.52	0.02761455	16880.31
4.54	0.0276931	16880.86
4.56	0.02785411	16881.41
