voltage	current	time
-1	-5.259697E-05	8979.031
-0.98	-5.268551E-05	8979.609
-0.96	-5.255583E-05	8980.16
-0.94	-5.242479E-05	8981.457
-0.92	-5.240385E-05	8982.004
-0.9	-5.237369E-05	8982.551
-0.88	-5.220175E-05	8983.106
-0.86	-5.238795E-05	8983.694
-0.84	-5.239005E-05	8984.242
-0.82	-5.244778E-05	8984.788
-0.8	-5.22281E-05	8985.335
-0.78	-5.213293E-05	8985.882
-0.76	-5.213637E-05	8986.429
-0.74	-5.193991E-05	8986.976
-0.72	-5.201005E-05	8987.523
-0.7	-5.207149E-05	8988.069
-0.68	-5.183519E-05	8988.616
-0.66	-5.185718E-05	8989.164
-0.64	-5.162099E-05	8989.711
-0.62	-5.168611E-05	8990.258
-0.6	-5.160215E-05	8990.804
-0.58	-5.164351E-05	8991.351
-0.56	-5.166522E-05	8991.897
-0.54	-5.154691E-05	8992.443
-0.52	-5.130498E-05	8992.99
-0.5	-5.134877E-05	8993.538
-0.48	-5.133129E-05	8994.086
-0.46	-5.139718E-05	8994.633
-0.44	-5.140462E-05	8995.18
-0.42	-5.131582E-05	8995.729
-0.4	-5.111742E-05	8996.274
-0.38	-5.105067E-05	8996.819
-0.36	-5.092682E-05	8997.367
-0.34	-5.075325E-05	8997.914
-0.32	-5.082515E-05	8998.461
-0.3	-5.110255E-05	8999.008
-0.28	-5.087807E-05	8999.555
-0.26	-5.080204E-05	9000.102
-0.24	-5.074633E-05	9000.649
-0.22	-5.073296E-05	9001.196
-0.2	-5.073764E-05	9001.743
-0.18	-5.036317E-05	9002.34
-0.16	-5.005912E-05	9002.887
-0.14	-5.009383E-05	9003.434
-0.12	-4.994489E-05	9003.981
-0.1	-5.018936E-05	9004.527
-0.08	-5.022074E-05	9005.075
-0.06	-5.008404E-05	9005.622
-0.04	-5.00216E-05	9006.169
-0.02	-4.981831E-05	9006.716
0	-5.014115E-05	9007.263
0.02	-5.009729E-05	9007.811
0.04	-5.007086E-05	9008.357
0.06	-5.008535E-05	9008.905
0.08	-4.982892E-05	9009.451
0.1	-4.982858E-05	9009.998
0.12	-4.965331E-05	9010.545
0.14	-4.963357E-05	9011.092
0.16	-4.968053E-05	9011.639
0.18	-4.980675E-05	9012.186
0.2	-4.98002E-05	9012.732
0.22	-4.953859E-05	9013.279
0.24	-4.951533E-05	9013.826
0.26	-4.93239E-05	9014.374
0.28	-4.916834E-05	9014.92
0.3	-4.897696E-05	9015.467
0.32	-4.905573E-05	9016.014
0.34	-4.88507E-05	9016.561
0.36	-4.879496E-05	9017.107
0.38	-4.854325E-05	9017.654
0.4	-4.860686E-05	9018.201
0.42	-4.835092E-05	9018.747
0.44	-4.806699E-05	9019.295
0.46	-4.791269E-05	9019.841
0.48	-4.765966E-05	9020.388
0.5	-4.754879E-05	9020.935
0.52	-4.733645E-05	9021.481
0.54	-4.68673E-05	9022.028
0.56	-4.668383E-05	9022.575
0.58	-4.62928E-05	9023.123
0.6	-4.607928E-05	9023.669
0.62	-4.568072E-05	9024.216
0.64	-4.514696E-05	9024.763
0.66	-4.468276E-05	9025.31
0.68	-4.376627E-05	9025.856
0.7	-4.274479E-05	9026.403
0.72	-4.180854E-05	9026.951
0.74	-4.037004E-05	9027.497
0.76	-3.873152E-05	9028.044
0.78	-3.610907E-05	9028.591
0.8	-3.251258E-05	9029.138
0.82	-2.689122E-05	9029.685
0.84	-1.861014E-05	9030.231
0.86	-5.260453E-06	9030.854
0.88	1.466707E-05	9031.565
0.9	4.624999E-05	9032.122
0.92	9.33807E-05	9032.669
0.94	0.0001586439	9033.352
0.96	0.0002482952	9033.912
0.98	0.0003601937	9034.46
1	0.0004974126	9035.004
1.02	0.0006534411	9035.553
1.04	0.0008305497	9036.101
1.06	0.0010243	9036.648
1.08	0.001226867	9037.263
1.1	0.001446209	9037.842
1.12	0.001671172	9038.389
1.14	0.001908507	9038.937
1.16	0.00214936	9039.482
1.18	0.002400593	9040.029
1.2	0.002652852	9040.576
1.22	0.002914291	9041.124
1.24	0.003180083	9041.671
1.26	0.003445618	9042.218
1.28	0.003718716	9042.765
1.3	0.003990926	9043.313
1.32	0.004270482	9043.858
1.34	0.004548113	9044.406
1.36	0.00483251	9044.952
1.38	0.005118912	9045.5
1.4	0.005402415	9046.047
1.42	0.005693295	9046.594
1.44	0.005981301	9047.141
1.46	0.006275515	9047.688
1.48	0.006567153	9048.234
1.5	0.006865035	9048.781
1.52	0.007163905	9049.329
1.54	0.007459359	9049.875
1.56	0.007761129	9050.423
1.58	0.008059188	9050.97
1.6	0.008363578	9051.517
1.62	0.008664427	9052.063
1.64	0.008972544	9052.611
1.66	0.009276169	9053.158
1.68	0.009586325	9053.705
1.7	0.009896562	9054.252
1.72	0.01000017	9054.798
1.74	0.01000017	9055.345
1.76	0.01000017	9055.893
1.78	0.01000016	9056.439
1.8	0.01000016	9056.986
1.82	0.01000016	9057.533
1.84	0.01000016	9058.081
1.86	0.01000016	9058.628
1.88	0.01000016	9061.272
1.9	0.01000017	9061.823
1.92	0.01000016	9062.37
1.94	0.01000016	9062.917
1.96	0.01000016	9063.464
1.98	0.01000016	9064.562
2	0.01000017	9065.107
